"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","significance"
76.4641012403233,0.279438236861029,0.238225969418257,1.17299653578244,0.240797194900443,0.451012943186529,"ENSG00000227232","Not Sig"
2.64475118666785,-0.853703798378705,0.67810604509469,-1.25895323386993,0.20804722415368,0.414199812544933,"ENSG00000238009","Not Sig"
8.08597038705206,-0.542791276566775,0.415826945509351,-1.30532973494997,0.19178059311737,0.394159419551159,"ENSG00000237683","Not Sig"
1.48098896817153,2.02808849281494,1.04666410171205,1.93766891354882,0.0526636288940368,0.178883389552596,"ENSG00000239906","Not Sig"
15.7560949548444,0.103433188369845,0.270997679395649,0.381675550139435,0.702702037741764,0.836236834020008,"ENSG00000241860","Not Sig"
21.885823593679,-0.879395676835339,0.321191437072172,-2.73791756359226,0.00618295723853829,0.0483314140541937,"ENSG00000228463","Not Sig"
2.64305225697393,1.31088558008174,0.646761978579811,2.02684391398555,0.0426783778468496,0.157397904696724,"ENSG00000237094","Not Sig"
1.66203852306509,-0.412225793763275,0.602108642236144,-0.684636899135559,0.493573076549848,0.688704817430618,"ENSG00000231709","Not Sig"
1.69450311770447,0.360477604972407,0.687394717179778,0.524411369425944,0.599992450420233,0.768689905146052,"ENSG00000230021","Not Sig"
1.72859373368569,1.73796269530637,1.09764772660727,1.58335197457043,0.113341262707942,0.285860422365776,"ENSG00000225972","Not Sig"
205.314229817101,-1.32790055887925,0.546702657078615,-2.42892647710016,0.0151436029403992,0.083326852723985,"ENSG00000225630","Not Sig"
428.19437291527,0.413768695821509,0.277607662156754,1.49048009916913,0.136098045310874,0.319797017326486,"ENSG00000237973","Not Sig"
6.00708599522874,0.317949831677843,0.392278771499297,0.810520106562567,0.417641313815911,0.62476306819754,"ENSG00000229344","Not Sig"
2164.16175732416,0.513880009975383,0.252080317371217,2.03855666056877,0.041494294390346,0.154396970716882,"ENSG00000248527","Not Sig"
40.0085512567146,-4.48245660353961,0.631869612195904,-7.09395817906475,1.30329530344771e-12,1.83003238950955e-09,"ENSG00000198744","Significant"
6.13022738576867,0.567302198413426,0.494621429198229,1.14694221666257,0.251405503225421,0.462473103533821,"ENSG00000224956","Not Sig"
7.40025059041503,0.940160243508371,0.470695790737178,1.99738400472191,0.0457834840572022,0.164242017367312,"ENSG00000235373","Not Sig"
0.52407831487326,1.94645907825364,1.58954470226445,1.22453874715239,0.220749058710922,1,"ENSG00000223181","Not Sig"
1.49072147928164,0.655420678919695,0.833383770625571,0.786457214576796,0.431599675538348,0.637400926857879,"ENSG00000240618","Not Sig"
24.2720900160863,-0.140010987481406,0.201910255726344,-0.693431777290044,0.488038625855057,0.684886776034247,"ENSG00000228327","Not Sig"
17.3853194530678,-0.00192505610107166,0.297025211479773,-0.00648112021023761,0.994828850449856,0.998354892418551,"ENSG00000237491","Not Sig"
22.8028296088094,0.600633871571492,0.273853981779106,2.19326324075861,0.0282884184646954,0.122378257859512,"ENSG00000230092","Not Sig"
0.51772408759767,0.11484522499052,1.37780261003645,0.0833539029131913,0.933570141046395,1,"ENSG00000269831","Not Sig"
1.88354018474471,-0.0368247872489966,0.715798220115454,-0.0514457653206473,0.95897031757927,0.980995747802812,"ENSG00000240453","Not Sig"
1.62304566194164,-0.520748358460679,0.837993290889501,-0.621423064029454,0.534321300738322,0.720466894895264,"ENSG00000177757","Not Sig"
12.5259057784218,0.723370745497463,0.308981463048307,2.3411460945292,0.019224642712477,0.096517546655283,"ENSG00000225880","Not Sig"
380.526923199921,-0.490669705248346,0.213372184272365,-2.29959545533835,0.0214711498124026,0.10318143688455,"ENSG00000228794","Not Sig"
0.814900655511561,1.94000321341178,1.12171141030052,1.72950296805132,0.0837191157493638,1,"ENSG00000272438","Not Sig"
